Date,Product_SKU,Real_Unit_Price_YER,Is_Promotion,Day_Type,Terms_of_Trade_Proxy,FX_Shock_7D,Daily_Demand_kg
2023-06-27,Basmati_Rice,910.67,0,Weekday,100.83,0.0,1404.1
2023-06-27,Poultry_Chicken,947.62,0,Weekday,100.83,0.0,1321.19
2023-06-27,Red_Meat_Lamb,4329.23,0,Weekday,100.83,0.0,283.85
2023-06-27,Vegetable_Oil,846.93,0,Weekday,100.83,0.0,244.36
2023-06-28,Wheat_Grain,368.82,0,Weekday,100.71,0.0,2069.28
2023-06-28,Basmati_Rice,1150.05,0,Weekday,100.71,0.0,1429.5
2023-06-28,Poultry_Chicken,1377.48,0,Weekday,100.71,0.0,772.7
2023-06-28,Red_Meat_Lamb,3424.54,1,Weekday,100.71,0.0,347.28
2023-06-28,Vegetable_Oil,866.97,0,Weekday,100.71,0.0,248.9
2023-06-29,Wheat_Grain,404.21,0,Weekday,100.21,0.0,1875.52
2023-06-29,Basmati_Rice,1134.41,0,Weekday,100.21,0.0,1529.88
2023-06-29,Poultry_Chicken,1304.04,1,Weekday,100.21,0.0,827.31
2023-06-29,Red_Meat_Lamb,5056.49,0,Weekday,100.21,0.0,243.77
2023-06-29,Vegetable_Oil,732.27,0,Weekday,100.21,0.0,275.07
2023-06-30,Wheat_Grain,409.26,0,Weekend,99.38,0.0,2734.68
2023-06-30,Basmati_Rice,967.32,0,Weekend,99.38,0.0,1267.41
2023-06-30,Poultry_Chicken,1160.6,0,Weekend,99.38,0.0,1181.96
2023-06-30,Red_Meat_Lamb,6538.39,0,Weekend,99.38,0.0,211.68
2023-06-30,Vegetable_Oil,876.68,0,Weekend,99.38,0.0,219.23
2023-07-01,Wheat_Grain,420.03,0,Weekend,98.87,0.0,2324.34
2023-07-01,Basmati_Rice,636.1,1,Weekend,98.87,0.0,1900.94
2023-07-01,Poultry_Chicken,1265.03,0,Weekend,98.87,0.0,1043.03
2023-07-01,Red_Meat_Lamb,3321.35,1,Weekend,98.87,0.0,319.29
2023-07-01,Vegetable_Oil,1040.42,0,Weekend,98.87,0.0,250.39
2023-07-02,Wheat_Grain,388.01,0,Weekday,99.79,0.0,2024.82
2023-07-02,Basmati_Rice,898.74,0,Weekday,99.79,0.0,1611.95
2023-07-02,Poultry_Chicken,1557.55,0,Weekday,99.79,0.0,889.01
2023-07-02,Red_Meat_Lamb,3793.69,0,Weekday,99.79,0.0,280.44
2023-07-02,Vegetable_Oil,938.79,0,Weekday,99.79,0.0,228.12
2023-07-03,Wheat_Grain,417.49,0,Weekday,100.43,0.0,1879.92
2023-07-03,Basmati_Rice,770.1,0,Weekday,100.43,0.0,1777.32
2023-07-03,Poultry_Chicken,1207.93,0,Weekday,100.43,0.0,930.38
2023-07-03,Red_Meat_Lamb,6236.43,0,Weekday,100.43,0.0,233.16
2023-07-03,Vegetable_Oil,778.89,0,Weekday,100.43,0.0,312.85
2023-07-04,Wheat_Grain,322.73,1,Weekday,100.75,0.0,2007.98
2023-07-04,Basmati_Rice,801.77,1,Weekday,100.75,0.0,1508.69
2023-07-04,Poultry_Chicken,1435.74,0,Weekday,100.75,0.0,1137.56
2023-07-04,Red_Meat_Lamb,5608.35,0,Weekday,100.75,0.0,218.84
2023-07-04,Vegetable_Oil,761.3,0,Weekday,100.75,0.0,262.19
2023-07-05,Wheat_Grain,477.85,0,Weekday,100.73,0.0,1560.79
2023-07-05,Basmati_Rice,989.14,0,Weekday,100.73,0.0,1487.03
2023-07-05,Poultry_Chicken,1302.58,0,Weekday,100.73,0.0,879.62
2023-07-05,Red_Meat_Lamb,5637.75,0,Weekday,100.73,0.0,222.3
2023-07-05,Vegetable_Oil,861.59,0,Weekday,100.73,0.0,265.45
2023-07-06,Wheat_Grain,452.49,0,Weekday,100.47,0.0,2127.59
2023-07-06,Basmati_Rice,999.97,0,Weekday,100.47,0.0,1344.99
2023-07-06,Poultry_Chicken,1367.68,0,Weekday,100.47,0.0,826.33
2023-07-06,Red_Meat_Lamb,4385.86,0,Weekday,100.47,0.0,205.8
2023-07-06,Vegetable_Oil,816.38,0,Weekday,100.47,0.0,242.54
2023-07-07,Wheat_Grain,405.2,0,Weekend,100.84,0.0,2241.68
2023-07-07,Basmati_Rice,1070.16,0,Weekend,100.84,0.0,1509.5
2023-07-07,Poultry_Chicken,1085.09,1,Weekend,100.84,0.0,1079.04
2023-07-07,Red_Meat_Lamb,5808.69,0,Weekend,100.84,0.0,237.44
2023-07-07,Vegetable_Oil,855.03,0,Weekend,100.84,0.0,282.78
2023-07-08,Wheat_Grain,382.27,0,Weekend,100.74,0.0,2014.77
2023-07-08,Basmati_Rice,1002.71,0,Weekend,100.74,0.0,1499.73
2023-07-08,Poultry_Chicken,1231.23,0,Weekend,100.74,0.0,1037.99
2023-07-08,Red_Meat_Lamb,5108.82,1,Weekend,100.74,0.0,286.45
2023-07-08,Vegetable_Oil,943.17,0,Weekend,100.74,0.0,245.48
2023-07-09,Wheat_Grain,392.26,0,Weekday,101.12,0.0,1840.62
2023-07-09,Basmati_Rice,1094.16,0,Weekday,101.12,0.0,1179.12
2023-07-09,Poultry_Chicken,1102.99,0,Weekday,101.12,0.0,1147.46
2023-07-09,Red_Meat_Lamb,4503.27,0,Weekday,101.12,0.0,207.41
2023-07-09,Vegetable_Oil,743.96,0,Weekday,101.12,0.0,220.69
2023-07-10,Wheat_Grain,491.7,0,Weekday,101.43,0.0,2036.76
2023-07-10,Basmati_Rice,877.24,0,Weekday,101.43,0.0,1817.81
2023-07-10,Poultry_Chicken,1209.1,0,Weekday,101.43,0.0,1032.65
2023-07-10,Red_Meat_Lamb,4681.3,0,Weekday,101.43,0.0,260.1
2023-07-10,Vegetable_Oil,863.21,0,Weekday,101.43,0.0,258.98
2023-07-11,Wheat_Grain,415.43,0,Weekday,102.13,0.0,2252.51
2023-07-11,Basmati_Rice,983.88,0,Weekday,102.13,0.0,1468.73
2023-07-11,Poultry_Chicken,1117.74,0,Weekday,102.13,0.0,1067.23
2023-07-11,Red_Meat_Lamb,5673.26,0,Weekday,102.13,0.0,225.13
2023-07-11,Vegetable_Oil,860.64,0,Weekday,102.13,0.0,280.57
2023-07-12,Wheat_Grain,342.65,0,Weekday,102.59,0.0,2268.75
2023-07-12,Basmati_Rice,906.34,0,Weekday,102.59,0.0,1675.09
2023-07-12,Poultry_Chicken,1188.67,0,Weekday,102.59,0.0,967.96
2023-07-12,Red_Meat_Lamb,3275.15,0,Weekday,102.59,0.0,299.36
2023-07-12,Vegetable_Oil,880.8,0,Weekday,102.59,0.0,243.04
2023-07-13,Wheat_Grain,365.17,0,Weekday,103.27,0.0,2826.43
2023-07-13,Basmati_Rice,951.51,1,Weekday,103.27,0.0,1914.02
2023-07-13,Poultry_Chicken,1079.21,0,Weekday,103.27,0.0,1573.35
2023-07-13,Red_Meat_Lamb,4284.28,0,Weekday,103.27,0.0,360.61
2023-07-13,Vegetable_Oil,732.06,0,Weekday,103.27,0.0,423.74
2023-07-14,Wheat_Grain,414.52,0,Weekend,103.76,0.0,2481.72
2023-07-14,Basmati_Rice,721.59,0,Weekend,103.76,0.0,1838.94
2023-07-14,Poultry_Chicken,1205.74,0,Weekend,103.76,0.0,1236.91
2023-07-14,Red_Meat_Lamb,1888.44,0,Weekend,103.76,0.0,471.2
2023-07-14,Vegetable_Oil,703.77,0,Weekend,103.76,0.0,326.48
2023-07-15,Wheat_Grain,387.92,0,Weekend,103.23,0.0,2368.67
2023-07-15,Basmati_Rice,994.92,0,Weekend,103.23,0.0,1171.44
2023-07-15,Poultry_Chicken,1153.99,0,Weekend,103.23,0.0,1141.6
2023-07-15,Red_Meat_Lamb,4672.31,1,Weekend,103.23,0.0,229.52
2023-07-15,Vegetable_Oil,815.73,0,Weekend,103.23,0.0,285.21
2023-07-16,Wheat_Grain,397.38,1,Weekday,103.7,0.0,2296.15
2023-07-16,Basmati_Rice,979.1,0,Weekday,103.7,0.0,1237.05
2023-07-16,Poultry_Chicken,885.18,1,Weekday,103.7,0.0,1180.97
2023-07-16,Red_Meat_Lamb,4736.37,0,Weekday,103.7,0.0,285.88
2023-07-16,Vegetable_Oil,863.54,0,Weekday,103.7,0.0,214.12
2023-07-17,Wheat_Grain,475.83,0,Weekday,102.39,0.0,1784.15
2023-07-17,Basmati_Rice,800.31,0,Weekday,102.39,0.0,1453.82
2023-07-17,Poultry_Chicken,1248.68,0,Weekday,102.39,0.0,1169.17
2023-07-17,Red_Meat_Lamb,2995.7,0,Weekday,102.39,0.0,345.81
2023-07-17,Vegetable_Oil,779.14,0,Weekday,102.39,0.0,243.56
2023-07-18,Wheat_Grain,254.34,1,Weekday,102.14,0.0,2745.96
2023-07-18,Basmati_Rice,1050.85,0,Weekday,102.14,0.0,1465.14
2023-07-18,Poultry_Chicken,1465.68,0,Weekday,102.14,0.0,953.9
2023-07-18,Red_Meat_Lamb,3950.84,0,Weekday,102.14,0.0,315.08
2023-07-18,Vegetable_Oil,652.68,0,Weekday,102.14,0.0,260.29
2023-07-19,Wheat_Grain,390.16,0,Weekday,102.05,0.0,1830.73
2023-07-19,Basmati_Rice,943.39,0,Weekday,102.05,0.0,1587.74
2023-07-19,Poultry_Chicken,1635.72,0,Weekday,102.05,0.0,908.54
2023-07-19,Red_Meat_Lamb,4619.94,0,Weekday,102.05,0.0,241.47
2023-07-19,Vegetable_Oil,835.42,0,Weekday,102.05,0.0,202.27
2023-07-20,Wheat_Grain,366.19,0,Weekday,102.48,0.0,1707.44
2023-07-20,Basmati_Rice,1059.38,0,Weekday,102.48,0.0,1573.37
2023-07-20,Poultry_Chicken,1315.54,0,Weekday,102.48,0.0,930.08
2023-07-20,Red_Meat_Lamb,6179.22,0,Weekday,102.48,0.0,234.65
2023-07-20,Vegetable_Oil,832.1,0,Weekday,102.48,0.0,284.86
2023-07-21,Wheat_Grain,398.12,0,Weekend,102.13,0.0,2023.84
2023-07-21,Basmati_Rice,849.37,0,Weekend,102.13,0.0,1777.59
2023-07-21,Poultry_Chicken,1124.54,0,Weekend,102.13,0.0,1094.59
2023-07-21,Red_Meat_Lamb,3822.82,0,Weekend,102.13,0.0,330.06
2023-07-21,Vegetable_Oil,738.51,1,Weekend,102.13,0.0,293.83
2023-07-22,Wheat_Grain,374.13,0,Weekend,102.42,0.0,2147.2
2023-07-22,Basmati_Rice,996.8,0,Weekend,102.42,0.0,1687.3
2023-07-22,Poultry_Chicken,1531.34,0,Weekend,102.42,0.0,903.76
2023-07-22,Red_Meat_Lamb,4895.78,0,Weekend,102.42,0.0,264.06
2023-07-22,Vegetable_Oil,698.96,0,Weekend,102.42,0.0,276.99
2023-07-23,Wheat_Grain,461.81,0,Weekday,102.36,0.0,1814.46
2023-07-23,Basmati_Rice,1111.51,0,Weekday,102.36,0.0,1341.95
2023-07-23,Poultry_Chicken,1251.79,1,Weekday,102.36,0.0,1176.86
2023-07-23,Red_Meat_Lamb,5199.69,0,Weekday,102.36,0.0,225.35
2023-07-23,Vegetable_Oil,827.56,0,Weekday,102.36,0.0,209.62
2023-07-24,Wheat_Grain,429.54,0,Weekday,101.08,0.0,2162.75
2023-07-24,Basmati_Rice,888.16,0,Weekday,101.08,0.0,1548.73
2023-07-24,Poultry_Chicken,893.42,0,Weekday,101.08,0.0,1175.64
2023-07-24,Red_Meat_Lamb,2816.48,0,Weekday,101.08,0.0,324.77
2023-07-24,Vegetable_Oil,639.05,1,Weekday,101.08,0.0,283.03
2023-07-25,Wheat_Grain,396.99,0,Weekday,101.12,0.0,2119.78
2023-07-25,Basmati_Rice,1006.77,0,Weekday,101.12,0.0,1550.1
2023-07-25,Poultry_Chicken,1464.19,0,Weekday,101.12,0.0,967.73
2023-07-25,Red_Meat_Lamb,4185.62,0,Weekday,101.12,0.0,320.93
2023-07-25,Vegetable_Oil,853.1,0,Weekday,101.12,0.0,239.73
2023-07-26,Wheat_Grain,439.32,0,Weekday,100.55,0.0,1590.73
2023-07-26,Basmati_Rice,1045.35,0,Weekday,100.55,0.0,1507.74
2023-07-26,Poultry_Chicken,1282.71,0,Weekday,100.55,0.0,1087.93
2023-07-26,Red_Meat_Lamb,5034.72,0,Weekday,100.55,0.0,221.82
2023-07-26,Vegetable_Oil,881.12,0,Weekday,100.55,0.0,269.25
2023-07-27,Wheat_Grain,405.51,0,Weekday,100.9,0.0,1903.17
2023-07-27,Basmati_Rice,964.91,0,Weekday,100.9,0.0,1565.83
2023-07-27,Poultry_Chicken,1149.49,0,Weekday,100.9,0.0,1078.61
2023-07-27,Red_Meat_Lamb,5553.76,0,Weekday,100.9,0.0,198.59
2023-07-27,Vegetable_Oil,872.5,0,Weekday,100.9,0.0,240.42
2023-07-28,Wheat_Grain,386.81,1,Weekend,100.92,0.0,2401.65
2023-07-28,Basmati_Rice,997.64,0,Weekend,100.92,0.0,1772.1
2023-07-28,Poultry_Chicken,1135.1,1,Weekend,100.92,0.0,1054.39
2023-07-28,Red_Meat_Lamb,4637.36,0,Weekend,100.92,0.0,300.09
2023-07-28,Vegetable_Oil,937.06,0,Weekend,100.92,0.0,247.66
2023-07-29,Wheat_Grain,418.49,0,Weekend,100.03,0.0,2039.15
2023-07-29,Basmati_Rice,970.61,0,Weekend,100.03,0.0,1706.37
2023-07-29,Poultry_Chicken,957.56,1,Weekend,100.03,0.0,1252.01
2023-07-29,Red_Meat_Lamb,4423.83,0,Weekend,100.03,0.0,218.49
2023-07-29,Vegetable_Oil,940.95,0,Weekend,100.03,0.0,289.18
2023-07-30,Wheat_Grain,390.8,0,Weekday,100.35,0.0,1977.79
2023-07-30,Basmati_Rice,961.54,0,Weekday,100.35,0.0,1402.55
2023-07-30,Poultry_Chicken,1245.03,0,Weekday,100.35,0.0,1093.4
2023-07-30,Red_Meat_Lamb,4974.66,0,Weekday,100.35,0.0,227.9
2023-07-30,Vegetable_Oil,806.58,0,Weekday,100.35,0.0,214.58
2023-07-31,Wheat_Grain,436.28,0,Weekday,99.44,0.0,1622.93
2023-07-31,Basmati_Rice,1004.57,0,Weekday,99.44,0.0,1525.96
2023-07-31,Poultry_Chicken,1228.91,0,Weekday,99.44,0.0,1111.66
2023-07-31,Red_Meat_Lamb,3924.01,0,Weekday,99.44,0.0,272.11
2023-07-31,Vegetable_Oil,738.46,0,Weekday,99.44,0.0,270.63
2023-08-01,Wheat_Grain,428.48,0,Weekday,99.09,0.0,1816.41
2023-08-01,Basmati_Rice,1072.99,0,Weekday,99.09,0.0,1417.32
2023-08-01,Poultry_Chicken,1478.18,0,Weekday,99.09,0.0,749.1
2023-08-01,Red_Meat_Lamb,5893.24,0,Weekday,99.09,0.0,259.57
2023-08-01,Vegetable_Oil,756.96,0,Weekday,99.09,0.0,273.95
2023-08-02,Wheat_Grain,439.56,0,Weekday,99.37,0.0,1764.15
2023-08-02,Basmati_Rice,962.75,0,Weekday,99.37,0.0,1514.89
2023-08-02,Poultry_Chicken,1625.74,0,Weekday,99.37,0.0,971.35
2023-08-02,Red_Meat_Lamb,5568.25,0,Weekday,99.37,0.0,237.62
2023-08-02,Vegetable_Oil,900.68,0,Weekday,99.37,0.0,247.59
2023-08-03,Wheat_Grain,431.9,0,Weekday,99.05,0.0,1913.71
2023-08-03,Basmati_Rice,838.96,0,Weekday,99.05,0.0,1601.84
2023-08-03,Poultry_Chicken,1168.63,0,Weekday,99.05,0.0,949.34
2023-08-03,Red_Meat_Lamb,5164.66,0,Weekday,99.05,0.0,220.4
2023-08-03,Vegetable_Oil,742.18,0,Weekday,99.05,0.0,277.75
2023-08-04,Wheat_Grain,485.69,0,Weekend,98.56,0.0,2098.86
2023-08-04,Basmati_Rice,634.3,1,Weekend,98.56,0.0,1726.34
2023-08-04,Poultry_Chicken,1074.23,0,Weekend,98.56,0.0,1038.65
2023-08-04,Red_Meat_Lamb,2767.5,1,Weekend,98.56,0.0,364.23
2023-08-04,Vegetable_Oil,889.24,0,Weekend,98.56,0.0,252.52
2023-08-05,Wheat_Grain,358.35,1,Weekend,98.25,0.0,2424.18
2023-08-05,Basmati_Rice,840.11,0,Weekend,98.25,0.0,1877.74
2023-08-05,Poultry_Chicken,1161.71,0,Weekend,98.25,0.0,1080.9
2023-08-05,Red_Meat_Lamb,4596.7,0,Weekend,98.25,0.0,245.85
2023-08-05,Vegetable_Oil,750.44,0,Weekend,98.25,0.0,297.62
2023-08-06,Wheat_Grain,480.85,0,Weekday,99.04,0.0,1597.69
2023-08-06,Basmati_Rice,1066.03,0,Weekday,99.04,0.0,1539.45
2023-08-06,Poultry_Chicken,1456.82,0,Weekday,99.04,0.0,899.59
2023-08-06,Red_Meat_Lamb,5245.08,0,Weekday,99.04,0.0,211.7
2023-08-06,Vegetable_Oil,755.1,0,Weekday,99.04,0.0,278.39
2023-08-07,Wheat_Grain,429.28,0,Weekday,99.4,0.0,1958.97
2023-08-07,Basmati_Rice,854.54,0,Weekday,99.4,0.0,1849.76
2023-08-07,Poultry_Chicken,1254.27,1,Weekday,99.4,0.0,907.84
2023-08-07,Red_Meat_Lamb,5121.86,0,Weekday,99.4,0.0,249.5
2023-08-07,Vegetable_Oil,711.43,1,Weekday,99.4,0.0,260.34
2023-08-08,Wheat_Grain,383.34,0,Weekday,99.53,0.0,2237.33
2023-08-08,Basmati_Rice,946.43,0,Weekday,99.53,0.0,1429.01
2023-08-08,Poultry_Chicken,1325.1,0,Weekday,99.53,0.0,929.25
2023-08-08,Red_Meat_Lamb,3749.04,0,Weekday,99.53,0.0,323.29
2023-08-08,Vegetable_Oil,827.28,0,Weekday,99.53,0.0,258.37
2023-08-09,Wheat_Grain,395.0,0,Weekday,99.56,0.0,2413.89
2023-08-09,Basmati_Rice,1092.81,0,Weekday,99.56,0.0,1785.56
2023-08-09,Poultry_Chicken,1175.64,0,Weekday,99.56,0.0,1210.95
2023-08-09,Red_Meat_Lamb,5543.14,0,Weekday,99.56,0.0,277.8
2023-08-09,Vegetable_Oil,702.67,1,Weekday,99.56,0.0,326.25
2023-08-10,Wheat_Grain,317.79,1,Weekday,99.25,0.0,2186.54
2023-08-10,Basmati_Rice,900.43,0,Weekday,99.25,0.0,1631.56
2023-08-10,Poultry_Chicken,1411.16,0,Weekday,99.25,0.0,938.9
2023-08-10,Red_Meat_Lamb,4592.77,0,Weekday,99.25,0.0,278.22
2023-08-10,Vegetable_Oil,783.15,0,Weekday,99.25,0.0,267.69
2023-08-11,Wheat_Grain,415.97,0,Weekend,99.16,0.0,2032.75
2023-08-11,Basmati_Rice,953.97,0,Weekend,99.16,0.0,1633.75
2023-08-11,Poultry_Chicken,1535.5,0,Weekend,99.16,0.0,945.12
2023-08-11,Red_Meat_Lamb,4567.51,0,Weekend,99.16,0.0,299.61
2023-08-11,Vegetable_Oil,749.89,0,Weekend,99.16,0.0,337.25
2023-08-12,Wheat_Grain,393.32,0,Weekend,99.83,0.0,2091.32
2023-08-12,Basmati_Rice,961.46,0,Weekend,99.83,0.0,1287.04
2023-08-12,Poultry_Chicken,1222.58,0,Weekend,99.83,0.0,1215.13
2023-08-12,Red_Meat_Lamb,4828.28,0,Weekend,99.83,0.0,259.91
2023-08-12,Vegetable_Oil,828.54,0,Weekend,99.83,0.0,273.24
2023-08-13,Wheat_Grain,495.34,0,Weekday,99.64,0.0,1737.73
2023-08-13,Basmati_Rice,989.26,0,Weekday,99.64,0.0,1624.7
2023-08-13,Poultry_Chicken,1395.9,0,Weekday,99.64,0.0,811.91
2023-08-13,Red_Meat_Lamb,3300.39,0,Weekday,99.64,0.0,278.49
2023-08-13,Vegetable_Oil,798.36,0,Weekday,99.64,0.0,301.52
2023-08-14,Wheat_Grain,308.09,1,Weekday,99.34,0.0,2592.13
2023-08-14,Basmati_Rice,762.73,0,Weekday,99.34,0.0,1174.07
2023-08-14,Poultry_Chicken,1608.12,0,Weekday,99.34,0.0,834.47
2023-08-14,Red_Meat_Lamb,3446.67,0,Weekday,99.34,0.0,286.17
2023-08-14,Vegetable_Oil,873.26,0,Weekday,99.34,0.0,236.39
2023-08-15,Wheat_Grain,518.88,0,Weekday,99.06,0.0,1858.32
2023-08-15,Basmati_Rice,925.59,0,Weekday,99.06,0.0,1343.21
2023-08-15,Poultry_Chicken,1100.27,0,Weekday,99.06,0.0,1267.49
2023-08-15,Red_Meat_Lamb,4238.09,0,Weekday,99.06,0.0,246.07
2023-08-15,Vegetable_Oil,866.33,0,Weekday,99.06,0.0,250.48
2023-08-16,Wheat_Grain,372.41,0,Weekday,98.52,0.0,2264.38
2023-08-16,Basmati_Rice,1001.88,0,Weekday,98.52,0.0,1267.84
2023-08-16,Poultry_Chicken,1452.68,0,Weekday,98.52,0.0,972.45
2023-08-16,Red_Meat_Lamb,5603.37,0,Weekday,98.52,0.0,228.97
2023-08-16,Vegetable_Oil,637.49,1,Weekday,98.52,0.0,257.19
2023-08-17,Wheat_Grain,463.13,0,Weekday,98.1,0.0,2053.79
2023-08-17,Basmati_Rice,880.09,0,Weekday,98.1,0.0,1362.82
2023-08-17,Poultry_Chicken,1031.81,0,Weekday,98.1,0.0,937.08
2023-08-17,Red_Meat_Lamb,5690.75,0,Weekday,98.1,0.0,232.33
2023-08-17,Vegetable_Oil,886.82,0,Weekday,98.1,0.0,223.74
2023-08-18,Wheat_Grain,361.5,0,Weekend,97.87,0.0,2511.96
2023-08-18,Basmati_Rice,1020.19,0,Weekend,97.87,0.0,1623.66
2023-08-18,Poultry_Chicken,1251.75,0,Weekend,97.87,0.0,1129.47
2023-08-18,Red_Meat_Lamb,4841.61,1,Weekend,97.87,0.0,261.57
2023-08-18,Vegetable_Oil,891.86,0,Weekend,97.87,0.0,272.09
2023-08-19,Wheat_Grain,344.68,1,Weekend,97.9,0.0,2528.78
2023-08-19,Basmati_Rice,1185.21,0,Weekend,97.9,0.0,1593.3
2023-08-19,Poultry_Chicken,1090.39,1,Weekend,97.9,0.0,1112.07
2023-08-19,Red_Meat_Lamb,5747.12,0,Weekend,97.9,0.0,253.59
2023-08-19,Vegetable_Oil,677.52,0,Weekend,97.9,0.0,358.61
2023-08-20,Wheat_Grain,426.8,0,Weekday,98.73,0.0,2320.96
2023-08-20,Basmati_Rice,843.18,0,Weekday,98.73,0.0,1540.75
2023-08-20,Poultry_Chicken,1301.73,0,Weekday,98.73,0.0,947.99
2023-08-20,Red_Meat_Lamb,4027.95,0,Weekday,98.73,0.0,264.93
2023-08-20,Vegetable_Oil,915.99,0,Weekday,98.73,0.0,218.87
2023-08-21,Wheat_Grain,293.56,0,Weekday,98.52,0.0,2357.6
2023-08-21,Basmati_Rice,970.48,0,Weekday,98.52,0.0,1283.78
2023-08-21,Poultry_Chicken,1244.66,0,Weekday,98.52,0.0,898.06
2023-08-21,Red_Meat_Lamb,4560.21,0,Weekday,98.52,0.0,237.53
2023-08-21,Vegetable_Oil,884.18,0,Weekday,98.52,0.0,221.42
2023-08-22,Wheat_Grain,475.93,0,Weekday,98.42,0.0,1718.41
2023-08-22,Basmati_Rice,835.86,0,Weekday,98.42,0.0,1653.91
2023-08-22,Poultry_Chicken,1326.62,0,Weekday,98.42,0.0,1044.17
2023-08-22,Red_Meat_Lamb,3654.54,0,Weekday,98.42,0.0,269.31
2023-08-22,Vegetable_Oil,816.66,0,Weekday,98.42,0.0,252.98
2023-08-23,Wheat_Grain,362.62,1,Weekday,98.28,0.0,2243.28
2023-08-23,Basmati_Rice,735.48,0,Weekday,98.28,0.0,1779.5
2023-08-23,Poultry_Chicken,649.64,0,Weekday,98.28,0.0,1241.2
2023-08-23,Red_Meat_Lamb,5055.77,0,Weekday,98.28,0.0,241.42
2023-08-23,Vegetable_Oil,842.66,0,Weekday,98.28,0.0,191.58
2023-08-24,Wheat_Grain,422.91,0,Weekday,98.92,0.0,2230.38
2023-08-24,Basmati_Rice,792.63,1,Weekday,98.92,0.0,1536.08
2023-08-24,Poultry_Chicken,1107.8,0,Weekday,98.92,0.0,987.64
2023-08-24,Red_Meat_Lamb,5255.46,0,Weekday,98.92,0.0,186.44
2023-08-24,Vegetable_Oil,669.43,1,Weekday,98.92,0.0,217.67
2023-08-25,Wheat_Grain,389.22,0,Weekend,99.46,0.0,2062.77
2023-08-25,Basmati_Rice,887.38,0,Weekend,99.46,0.0,1781.65
2023-08-25,Poultry_Chicken,1266.68,0,Weekend,99.46,0.0,1041.4
2023-08-25,Red_Meat_Lamb,5515.82,0,Weekend,99.46,0.0,202.16
2023-08-25,Vegetable_Oil,821.48,0,Weekend,99.46,0.0,284.48
2023-08-26,Wheat_Grain,328.05,1,Weekend,98.93,0.0,2713.75
2023-08-26,Basmati_Rice,943.27,0,Weekend,98.93,0.0,1583.98
2023-08-26,Poultry_Chicken,1408.31,0,Weekend,98.93,0.0,996.4
2023-08-26,Red_Meat_Lamb,5677.32,0,Weekend,98.93,0.0,219.37
2023-08-26,Vegetable_Oil,819.71,0,Weekend,98.93,0.0,275.95
2023-08-27,Wheat_Grain,428.24,0,Weekday,98.95,0.0,2224.02
2023-08-27,Basmati_Rice,913.77,0,Weekday,98.95,0.0,1377.63
2023-08-27,Poultry_Chicken,1325.76,0,Weekday,98.95,0.0,1105.28
2023-08-27,Red_Meat_Lamb,5450.69,0,Weekday,98.95,0.0,224.25
2023-08-27,Vegetable_Oil,838.84,0,Weekday,98.95,0.0,278.8
2023-08-28,Wheat_Grain,438.81,0,Weekday,98.61,0.0,1980.49
2023-08-28,Basmati_Rice,707.23,0,Weekday,98.61,0.0,2119.1
2023-08-28,Poultry_Chicken,1299.72,0,Weekday,98.61,0.0,1018.04
2023-08-28,Red_Meat_Lamb,5629.64,0,Weekday,98.61,0.0,244.22
2023-08-28,Vegetable_Oil,828.86,0,Weekday,98.61,0.0,251.69
2023-08-29,Wheat_Grain,368.11,0,Weekday,98.6,0.0,1932.47
2023-08-29,Basmati_Rice,977.49,0,Weekday,98.6,0.0,1430.94
2023-08-29,Poultry_Chicken,1176.42,0,Weekday,98.6,0.0,1022.97
2023-08-29,Red_Meat_Lamb,7747.15,0,Weekday,98.6,0.0,215.98
2023-08-29,Vegetable_Oil,813.97,0,Weekday,98.6,0.0,235.1
2023-08-30,Wheat_Grain,351.02,1,Weekday,98.58,0.0,2079.24
2023-08-30,Basmati_Rice,894.05,0,Weekday,98.58,0.0,1646.77
2023-08-30,Poultry_Chicken,1364.64,0,Weekday,98.58,0.0,860.8
2023-08-30,Red_Meat_Lamb,3979.32,0,Weekday,98.58,0.0,277.84
2023-08-30,Vegetable_Oil,816.6,0,Weekday,98.58,0.0,259.21
2023-08-31,Wheat_Grain,458.49,0,Weekday,98.11,0.0,1822.56
2023-08-31,Basmati_Rice,880.78,0,Weekday,98.11,0.0,1321.96
2023-08-31,Poultry_Chicken,1278.58,0,Weekday,98.11,0.0,898.68
2023-08-31,Red_Meat_Lamb,3177.95,0,Weekday,98.11,0.0,262.3
2023-08-31,Vegetable_Oil,816.19,0,Weekday,98.11,0.0,255.04
2023-09-01,Wheat_Grain,442.88,0,Weekend,98.37,0.0,1988.8
2023-09-01,Basmati_Rice,912.25,0,Weekend,98.37,0.0,1443.34
2023-09-01,Poultry_Chicken,941.67,1,Weekend,98.37,0.0,1273.7
2023-09-01,Red_Meat_Lamb,4302.11,0,Weekend,98.37,0.0,317.1
2023-09-01,Vegetable_Oil,862.87,0,Weekend,98.37,0.0,286.19
2023-09-02,Wheat_Grain,444.7,0,Weekend,98.32,0.0,2284.09
2023-09-02,Basmati_Rice,1119.91,0,Weekend,98.32,0.0,1516.74
2023-09-02,Poultry_Chicken,1061.67,0,Weekend,98.32,0.0,1206.07
2023-09-02,Red_Meat_Lamb,4370.15,0,Weekend,98.32,0.0,284.29
2023-09-02,Vegetable_Oil,810.62,0,Weekend,98.32,0.0,244.45
2023-09-03,Wheat_Grain,518.41,0,Weekday,98.55,0.0,1908.95
